(DHRA),/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,--
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
DHRA:,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,--
"DHRA,",/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,--
"DHRA,",/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,--
DHRA,/Users/varsha/Python Workspace/Nlpassignment/data/defense-human-resources-activity-reimbursable-agreements,Defense Human Resources Activity
FY,/Users/varsha/Python Workspace/Nlpassignment/data/project-announcement-audit-of-logical-and-physical-access-controls-for-protecti,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/project-announcement-audit-of-logical-and-physical-access-controls-for-protecti,--
(AWCF),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
(ASA[FM&C]),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
FY,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
ASA(FM&C):,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
AWCF,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,Army Working Capital FY
"ASA(FM&C),",/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
"ASA(FM&C),",/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
ASA(FM&C),/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
U.S.,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
"DODIG-2017-009,",/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
FY,/Users/varsha/Python Workspace/Nlpassignment/data/documentation-to-support-costs-for-army-working-capital-fund-inventory-valuation,--
(TI),/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
(CMR),/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
(FBWT),/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
ODO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Other Defense Organizations
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
ODO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Other Defense Organizations
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
ODO.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DFAS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
ODO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Other Defense Organizations
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
DFAS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
(CARS).,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
(DWCF),/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
FMR).,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CARS.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CARS.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
CARS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FMR.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
TI-97,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Cash Management report
CARS.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
CMR;,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
DFAS,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FMR.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
ODO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Other Defense Organizations
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
ODO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Other Defense Organizations
(DCFO),/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DWCF,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Defense Working Capital Fund
DFAAS.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
FBWT,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Fund Balance With Treasury
CARS.,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,--
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
DWCF,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Defense Working Capital Fund
DCFO,/Users/varsha/Python Workspace/Nlpassignment/data/the-treasury-index-97-cash-management-report-dodig-2018-120,Deputy Chief Financial Officer
